Duration,Variance,CV,Skewness,Sequential,RevCount,Pdouble,Pneither
[3.85522271 3.97876873],[6.5993701  6.59301509],[0.66634903 0.64534707],[2.80900127 2.45319888],[-0.00136906 -0.02425605  0.02871276],1004,2.5e-06,1.6834025
