Duration,Variance,CV,Skewness,Sequential,RevCount,Pdouble,Pneither
[1.01421972 1.0560779 ],[0.43781764 0.52491812],[0.65240094 0.68604062],[1.94453815 2.36962903],[0.26752987 0.12986831 0.0468098 ],1430,1.2727733333333333,0.04303333333333333
