Duration,Variance,CV,Skewness,Sequential,RevCount,Pdouble,Pneither
[1.82305125 1.75455081],[0.91551222 0.84898674],[0.52484757 0.52515137],[1.97941553 1.80748645],[0.17498266 0.0356804  0.00596468],1115,0.04964999751750013,0.22297998885100057
