RevCount,Duration1,Duration2,Variance1,Variance2,CV1,CV2,Skewness1,Skewness2,Sequential1,Sequential2,Sequential3,Pneither,Pdouble
4361,1.8251023842274183,1.8344136238532118,0.9272883411864604,0.9512635364428277,0.527618685112782,0.5316834692755305,2.2470905207893006,2.4102742315154133,0.12994434532132632,0.034715371820172834,0.04787325380733332,0.21703625,0.0383375
