Duration,Variance,CV,Skewness,Sequential,RevCount,Pdouble,Pneither
[2.47137601 2.53394859],[1.38182139 1.76480793],[0.47564959 0.52426507],[2.40452527 2.64798802],[-0.03403175  0.01635476  0.04657183],992,0.004976,0.68938
