Duration,Variance,CV,Skewness,Sequential,RevCount,Pdouble,Pneither
[3.05037872 3.05621674],[2.64882008 2.90874848],[0.53354674 0.55804463],[2.293467   2.82979878],[-0.06236276  0.00512091  0.05084132],968,0.0,1.4802566666666668
